term,definition
Compressed File,Compressed file reduces size with algos like ZIP, hiding payloads. Nested. In attachments. Bomb risk; in DFIR, recursive unpack for nested malware (SANS).
Computational Complexity,Computational complexity measures algo efficiency, impacting DoS resilience. Big O. In design. Predictable perf; in DFIR, high complexity in crashes (ENISA).
Computer Forensics,Computer forensics applies science to digital evidence for court. Chain of custody. In labs. Admissible; in DFIR, standards ensure validity (NIST SP 800-86).
Computer Incident Response Team (CIRT),CIRT handles org incidents with policies and tools. Dedicated. In enterprises. Coordinated; in DFIR, CIRT playbooks guide phases (NIST SP 800-61).
Computer Security,Computer security protects systems from unauthorized access/use. Holistic. In policies. Foundation; in DFIR, security gaps in root cause (CNSSI 4009).
Computer Security Incident Response Team (CSIRT),CSIRT provides org-wide IR, analysis, and coord. 24/7. In SOC. Expertise; in DFIR, CSIRT reports for lessons (NIST SP 800-61).
Computer Security Object (CSO),CSO is protected entity like file in MLS. Labeled. In MAC. Access controlled; in DFIR, CSO labels in denials (CNSSI 4009).
Computer Use Policy,Computer use policy outlines acceptable behaviors and sanctions. Signed. In HR. Awareness; in DFIR, policy violations in insider cases (NIST SP 800-53).
Confidentiality,Confidentiality limits disclosure to authorized, via encryption/access. CIA. In classification. Leaks costly; in DFIR, DLP traces conf breaches (NIST IR 7298).
Confidentiality Impact,Confidentiality impact rates disclosure severity in CVSS. High for PII. In scoring. Prioritizes; in DFIR, impacts in notifications (NIST IR 7298).
Configuration,Configuration sets params for software/hardware behavior. Baselines. In mgmt. Drift risk; in DFIR, config diffs for changes (NIST SP 800-128).
Configuration Auditing,Configuration auditing verifies settings against policy. Automated. Periodic. Compliance; in DFIR, audits detect backdoors (SANS).
Configuration Control,Configuration control governs changes to maintain integrity. Baselines. In CM. Stability; in DFIR, uncontrolled configs in exploits (NIST SP 800-53).
Configuration Drift,Configuration drift is unauthorized deviation from baseline. Monitored. In IaC. Security holes; in DFIR, drift analysis for tampering (ENISA).
Configuration Integrity,Configuration integrity ensures settings unaltered. Hashed. In golden images. Tamper-proof; in DFIR, integrity checks in baselines (NIST SP 800-128).
Configuration Item (CI),CI is versioned component under CM, like server. Tracked. In ITIL. Dependency map; in DFIR, CI relations for scope (ISO 20000).
Configuration Management (CM),CM establishes/controls changes to configs for reproducibility. Baselines. In DevOps. Consistency; in DFIR, CMDBs map affected CIs (NIST SP 800-128).
Configuration Management Database (CMDB),CMDB repositories CIs and relations for impact analysis. Federated. In ITSM. Visibility; in DFIR, CMDBs scope breaches (ITIL).
Configuration Management Plan,Configuration management plan outlines processes for CM. Roles defined. In projects. Governance; in DFIR, plans guide recovery (NIST SP 800-128).
Configuration Monitoring,Configuration monitoring continuously checks for changes. Agents. In SCAP. Early detect; in DFIR, monitoring alerts trigger hunts (NIST SP 800-128).
Configuration Negotiation,Configuration negotiation dynamically selects params like ciphers in TLS. Secure defaults. In handshakes. Downgrades; in DFIR, negotiated params in pcap (RFC 8446).
Configuration Profile,Configuration profile bundles settings for devices, like MDM. Enforced. In fleets. Uniform; in DFIR, profiles compare for deviations (NIST SP 800-123).
Confirmatory Analysis,Confirmatory analysis tests hypotheses with data, vs exploratory. Statistical. In intel. Validates; in DFIR, confirms attributions (SANS).
Connected Vehicle,Connected vehicle integrates IT/OT for V2X comms. Telematics. In autos. ECU vulns; in DFIR, CAN logs for remote hijacks (ENISA ICS).
Connection Pooling,Connection pooling reuses DB connections for efficiency. Managed. In apps. Resource save; in DFIR, pool exhaustion in DoS (OWASP).
Connection-Oriented,Connection-oriented establishes virtual circuits before data, like TCP. Reliable. In transport. Overhead; in DFIR, SYN queues in scans (RFC 793).
Connectionless,Connectionless sends datagrams without setup, like UDP. Best effort. In apps. Lightweight; in DFIR, UDP floods in pcap (RFC 768).
Consistency,Consistency ensures data uniform across replicas, eventual/strong models. ACID. In DBs. Integrity; in DFIR, inconsistencies signal repl attacks (NIST).
Constraint,Constraint defines rules like FK in DBs for integrity. Enforced. In schemas. Prevents invalid; in DFIR, constraint violations in injections (OWASP).
Container,Container virtualizes OS for app isolation, lightweight. Docker. In orch. Escape risks; in DFIR, namespace analysis for breaks (CSA).
Container Escape,Container escape breaks out to host via vulns like runc. Priv drop. In K8s. Lateral; in DFIR, escape traces in auditd (MITRE T1611).
Container Image,Container image is layered FS snapshot for portability. Scanned. In registries. Vuln inherit; in DFIR, image history for tamps (CSA).
Container Orchestration,Container orchestration manages deployment/scaling like K8s. Automated. In clouds. Complexity; in DFIR, orch logs for pod anomalies (CNCF).
Container Registry,Container registry stores/pulls images securely, with scanning. Harbor. In CI. Supply chain; in DFIR, registry access logs for pushes (CSA).
Content Delivery Network (CDN),CDN distributes content via edge caches for speed. Geo-routing. In web. DDoS absorb; in DFIR, CDN logs for reflected attacks (NIST SP 800-94).
Content Filtering,Content filtering blocks categories like malware sites in proxies. URL-based. In UTM. Productivity; in DFIR, filter bypasses in recon (ENISA).
Content Security Policy (CSP),CSP mitigates XSS by whitelisting sources in headers. Granular. In browsers. Inline block; in DFIR, CSP violations in dev tools (OWASP).
Context-Aware Access,Context-aware access conditions on user/env like device posture. Beyond IP. In ZTNA. Dynamic; in DFIR, context logs for risky grants (NIST SP 800-207).
Contingency Plan,Contingency plan outlines recovery for disruptions, tested. Alternate sites. In BCP. Resilience; in DFIR, plans activate during containment (NIST SP 800-34).
Continuous Authorization,Continuous authorization monitors risks for ongoing approval vs periodic. ATO. In fed. Adaptive; in DFIR, continuous feeds real-time intel (NIST SP 800-37 Rev. 2).
Continuous Diagnostics and Mitigation (CDM),CDM provides ongoing asset/vuln visibility for fed networks. Big data. In DHS. Proactive; in DFIR, CDM dashboards for hunts (NIST SP 800-137).
Continuous Deployment (CD),CD automates releases to prod after tests. Frequent. In DevOps. Speed; in DFIR, CD pipelines for rapid patches post-breach (OWASP SAMM).
Continuous Integration (CI),CI builds/tests code on commits for early bugs. Automated. In GitHub. Quality; in DFIR, CI logs trace injected code (OWASP).
Continuous Monitoring,Continuous monitoring collects metrics for security posture. Dashboards. In RMF. Detect changes; in DFIR, monitoring baselines incidents (NIST SP 800-137).
Continuous Vulnerability Management,Continuous vulnerability management scans/remediates ongoing. Prioritized. In tools. Reduces window; in DFIR, mgmt gaps in exploited CVEs (NIST SP 800-40).
Control,Control is safeguard or countermeasure reducing risk. Technical/policy. In catalogs. Effective; in DFIR, failed controls in RCA (NIST SP 800-53).
Control Assessment,Control assessment tests efficacy via interviews, exams. SCAP. In audits. Evidence; in DFIR, assessments validate mitigations (NIST SP 800-53A).
Control Baseline,Control baseline tailors catalog to system low/mod/high. FIPS. In RMF. Customized; in DFIR, baselines guide hardening (NIST SP 800-53B).
Control Enhancement,Control enhancement adds granularity to base controls. Optional. In overlays. Strengthens; in DFIR, enhancements in advanced threats (NIST SP 800-53).
Control Family,Control family groups related controls like AC or AU. 20 families. In SP 800-53. Organized; in DFIR, family gaps in posture (NIST).
Control Objective,Control objective states intent like protect conf. High-level. In COBIT. Aligns; in DFIR, objectives frame impacts (ISO 27001).
Control Overlay,Control overlay adapts baselines for envs like cloud. Tailored. In RMF. Specialized; in DFIR, overlays for hybrid incidents (NIST SP 800-53).
Control Plane,Control plane manages routing/signaling, separate from data. SDN. In routers. DoS target; in DFIR, plane logs for BGP hijacks (NIST SP 800-94).
Controlled Unclassified Information (CUI),CUI is unclass info requiring safeguarding per exec order. Marked. In fed. Handling; in DFIR, CUI spills in reports (NIST SP 800-171).
Controller,Controller centralizes policy in SDN or SDP. Northbound APIs. In nets. Single pane; in DFIR, controller logs for policy evasions (NIST SP 800-207).
Cookie, Cookie maintains state in HTTP with attributes like secure. Client stored. In sessions. Theft risk; in DFIR, cookie forensics in SQLite for hijacks (OWASP).
Cookie Poisoning,Cookie poisoning alters values for session takeover. Encoding bypass. In web. Auth bypass; in DFIR, tampered cookies in proxies (OWASP).
Covert Channel,Covert channel leaks info via shared resources like timing. Protocol abuse. In stealth. Detect statistical; in DFIR, entropy tests channels (TCSEC).
Covert Storage Channel,Covert storage channel uses shared memory/files for unauthorized flow. Direct. In MLS. Bell-LaPadula; in DFIR, channel detection in access logs (CNSSI 4009).
Covert Timing Channel,Covert timing channel modulates time for data exfil. Indirect. In networks. Hard detect; in DFIR, inter-packet analysis (TCSEC).
Credential, Credential is auth info like user/pass. Protected. In vaults. Stuffing target; in DFIR, dumped creds from sam (MITRE T1552).
Credential Access, Credential access steals auth material via keylog or dump. MITRE tactic. In access. LAPS; in DFIR, access techniques in memory (MITRE TA0006).
Credential Guard, Credential guard isolates LSASS in VSM for Windows. HVCI. In 10+. LSASS protect; in DFIR, guard bypasses in esc (Microsoft).
Credential Stuffing, Credential stuffing tries breached creds on sites. Bot automated. In attacks. MFA stops; in DFIR, login failures cluster (MITRE T1110).
Crypto-Agility,Crypto-agility allows quick algo swaps for post-quantum. Modular. In protocols. Future-proof; in DFIR, rigid crypto in legacy breaks (NIST SP 800-131A).
Cryptographic Erasure,Cryptographic erasure deletes keys to render data inaccessible. Key wipe. In storage. Fast; in DFIR, key recovery attempts (NIST SP 800-88).
Cryptographic Hash, Cryptographic hash produces fixed digest for integrity, collision-resistant. SHA-256. In sigs. Tamper detect; in DFIR, hash mismatches in files (NIST SP 800-107).
Cryptographic Key,Cryptographic key is secret value for crypto ops. Generated secure. In HSMs. Compromise fatal; in DFIR, key exfil in memory (CNSSI 4009).
Cryptographic Module,Cryptographic module encapsulates algos for FIPS validation. Hardware/soft. In libs. Approved; in DFIR, module certs for evidence (NIST SP 800-140).
Cryptographic Primitive,Cryptographic primitive is low-level building block like AES. Standardized. In designs. Secure base; in DFIR, primitive weaknesses in custom (NIST).
Cryptography,Cryptography secures data via math, symmetric/asymmetric. Confidentiality etc. In protocols. Breaks enable; in DFIR, crypto RE for decryption (NIST IR 7298).
Cryptojacking,Cryptojacking hijacks resources for mining. Browser or implant. Infected sites. Perf impact; in DFIR, CPU spikes in processes (MITRE T1496).
Cryptomalware,Cryptomalware encrypts files for ransom, like WannaCry. AES/RSA. In outbreaks. Backups; in DFIR, decryptors from keys (MITRE T1486).
Cryptosystem,Cryptosystem is suite of algos for key gen/enc/dec. Secure. In PKI. Overall; in DFIR, system analysis for flaws (CNSSI 4009).
CSRF Token,CSRF token is random value per session to validate requests. Anti-forgery. In forms. Unique; in DFIR, missing tokens in attacks (OWASP).
Cryptographic Service Provider (CSP),CSP supplies crypto funcs in Windows. FIPS mode. In apps. Provider trust; in DFIR, CSP logs for key ops (Microsoft).
Cultural Artifact,Cultural artifact is non-technical evidence like training records. Contextual. In HR. Insider insight; in DFIR, artifacts in social eng probes (SANS).
Current Date,Current date is system time used for timestamps in logs. Synced NTP. In events. Chronology; in DFIR, date manipulation detection (NIST SP 800-86).
Custom Firmware,Custom firmware modifies device OS for features or backdoors. OpenWRT. In IoT. Vulns; in DFIR, firmware dumps for implants (ENISA).
Customer Access, Customer access grants limited views in cloud consoles. RBAC. In portals. Least priv; in DFIR, access reviews for over-priv (CSA).
Cyber Analytics,Cyber analytics uses data science for threat prediction. ML models. In SIEM. Proactive; in DFIR, analytics correlate events (ENISA).
Cyber Attack,Cyber attack is deliberate digital harm like DDoS or malware. Intentional. In ops. Response; in DFIR, attack classification per MITRE (NIST IR 7298).
Cyber Espionage,Cyber espionage steals intel stealthily, APT style. Nation-state. In targets. Attribution hard; in DFIR, espionage TTPs in logs (ENISA).
Cyber Hygiene,Cyber hygiene is basic practices like patching for resilience. Foundational. In users. Prevents low-hanging; in DFIR, poor hygiene in initial access (NIST).
Cyber Kill Chain,Cyber Kill Chain models 7 phases of attacks for disruption. Lockheed. In intel. Targeted; in DFIR, chain breaks at detection (MITRE).
Cyber Physical System (CPS),CPS integrates compute with physical processes like SCADA. Feedback loops. In ICS. Sabotage; in DFIR, CPS logs for manipulations (NIST).
Cyber Resilience,Cyber resilience withstands/recovers from attacks. Adaptive. In design. Continuity; in DFIR, resilience tests post-incident (ENISA).
Cyber Risk,Cyber risk is potential loss from threats to assets. Quantified. In mgmt. Appetite; in DFIR, risk assessments for prioritization (NIST SP 800-30).
Cyber Threat,Cyber threat is potential cause of unwanted incidents. Actor/capability. In intel. Proactive; in DFIR, threat hunting for dormant (NIST SP 800-150).
Cyber Threat Intelligence (CTI),CTI is evidence-based knowledge of threats. Structured STIX. In feeds. Informed; in DFIR, CTI enriches IOCs (MITRE).
Cyber Warfare,Cyber warfare is state use of cyber for military objectives. Strategic. In conflicts. Escalation; in DFIR, warfare artifacts in geopolitics (ENISA).
Cyber-Physical Attack,Cyber-physical attack disrupts physical via digital, like Stuxnet. Converged. In OT. Damage; in DFIR, PLC logs for commands (ENISA).
Cybersecurity,Cybersecurity protects systems, networks from digital attacks. Multilayer. In orgs. Defense; in DFIR, security events in SIEM (44 USC 3552).
Cybersecurity Framework (CSF),CSF is NIST voluntary guidance for managing risks. Functions ID-DE-RE. In programs. Structured; in DFIR, CSF maps to IR (NIST CSF).
Cybersecurity Incident,Cybersecurity incident is adverse event compromising CIA. Declared. In response. Triage; in DFIR, incident declaration triggers (NIST SP 800-61).
Cybersecurity Workforce,Cybersecurity workforce is skilled pros for protection. Trained. In roles. Shortage; in DFIR, workforce certs for credibility (NIST NICE).
DaaS,Desktop as a Service (DaaS) delivers virtual desktops in cloud. VDI. In remote. Access control; in DFIR, DaaS sessions for user behavior (CSA).
DAC,Discretionary Access Control (DAC) lets owners set permissions. User-centric. In NTFS. Flexible; in DFIR, DAC weaknesses in shares (NIST IR 7298).
DAG,Domain Authentication Gateway secures email domains. SPF/DKIM. In MX. Anti-spoof; in DFIR, DAG failures in phishing (ENISA).
Damage Assessment,Damage assessment quantifies incident impacts on assets. Post-eradi. In recovery. BIA input; in DFIR, assessments for insurance (NIST SP 800-61).
Data Aggregation,Data aggregation combines sources for analysis, anonymized. Big data. In SIEM. Insights; in DFIR, aggregates for correlations (ENISA).
Data at Rest,Data at rest is stored info protected by encryption like BitLocker. Persistent. In disks. Theft risk; in DFIR, at rest decryption for analysis (NIST SP 800-111).
Data at Transit,Data in transit is moving info secured by TLS. Ephemeral. In nets. Intercept; in DFIR, transit captures in pcap (NIST SP 800-52).
Data Breach Notification,Data breach notification alerts affected per laws like GDPR. Timely. In regs. Transparency; in DFIR, notifications document scope (NIST SP 800-61).
Data Classification,Data classification labels sensitivity for handling. Tiers public/secret. In DLP. Controls; in DFIR, misclass in leaks (NIST SP 800-60).
Data Controller,Data controller determines processing purposes under GDPR. Accountable. In privacy. Consent; in DFIR, controller roles in investigations (ENISA).
Data Custodian,Data custodian implements protections per owner. Operational. In IT. Execution; in DFIR, custodians provide access (NIST SP 800-53).
Data Diode,Data diode allows one-way transfer via optical for airgaps. Hardware. In classified. Unidirect; in DFIR, diodes in secure transfers (ENISA).
Data Encryption,Data encryption transforms plaintext to cipher for conf. AES. In files. Access deny; in DFIR, key hunts for encrypted evidence (NIST SP 800-111).
Data Exfiltration,Data exfil is unauthorized outbound transfer, tunneled. Covert. In theft. DLP; in DFIR, volume anomalies in flows (MITRE T1048).
Data Hiding,Data hiding conceals info in carriers like stego. Non-crypto. In media. Undetect; in DFIR, steg tools extract (MITRE T1027).
Data Integrity,Data integrity ensures unaltered/accurate. Hashes. CIA. Tamper; in DFIR, integrity checks in hashes (NIST IR 7298).
Data Leak,Data leak is unintentional exposure, like misconfig S3. Accidental. In errors. Discovery; in DFIR, leaks in recon tools (ENISA).
Data Loss,Data loss is permanent destruction or unrecoverable. Wipers. In incidents. Backups; in DFIR, loss assessment in BIA (NIST SP 800-34).
Data Loss Prevention (DLP),DLP monitors/classifies to prevent leaks. Pattern matching. In gateways. Endpoint/net; in DFIR, DLP alerts for exfil (NIST SP 800-53).
Data Masking,Data masking obfuscates sensitive in test envs. Tokenization. In dev. Privacy; in DFIR, unmask for analysis (ENISA).
Data Minimization,Data minimization collects only necessary per privacy. Principle. In GDPR. Reduces risk; in DFIR, excess data in scope (ENISA).
Data Obfuscation,Data obfuscation generalizes for privacy, like k-anon. Statistical. In sharing. Utility; in DFIR, deobfus for intel (ENISA).
Data Owner,Data owner sets classification and rules. Strategic. In governance. Liability; in DFIR, owners approve searches (NIST SP 800-53).
Data Privacy,Data privacy protects personal info from misuse. Rights-based. In laws. Consent; in DFIR, privacy in evidence handling (ENISA).
Data Protection,Data protection safeguards conf/integ/avail of info. Controls. In ISMS. Comprehensive; in DFIR, protection failures in RCA (ISO 27001).
Data Recovery,Data recovery restores from backups or forensics. Tools like R-Studio. Post-loss. Timely; in DFIR, recovery in eradication (NIST SP 800-34).
Data Retention,Data retention policies define storage duration for compliance. Legal holds. In archives. Audit; in DFIR, retention ensures log availability (NIST SP 800-92).
Data Sanitization,Data sanitization renders unusable per NIST 800-88, clear/purge/destroy. Media. In disposal. Irrecoverable; in DFIR, sanitization verifies wipes (NIST SP 800-88).
Data Security,Data security protects throughout lifecycle. Encryption etc. In mgmt. Holistic; in DFIR, security in classification (NIST SP 800-60).
Data Spillage,Data spillage is unauthorized transfer to lower classification. Cleanup. In MLS. Remediation; in DFIR, spillage hunts in systems (CNSSI 4009).
Data Steward,Data steward oversees quality and usage. Tactical. In data mgmt. Compliance; in DFIR, stewards aid classification (ENISA).
Data Subject,Data subject is individual whose PII is processed. Rights holder. In GDPR. Consent; in DFIR, subjects in breach notices (ENISA).
Data Synchronization,Data sync replicates across systems for consistency. Bi-directional. In clouds. Conflicts; in DFIR, sync logs for tamps (NIST SP 800-144).
Data Tokenization,Data tokenization replaces sensitive with tokens for processing. Format preserving. In payments. Non-reversible; in DFIR, token maps for recovery (ENISA).
Data Type,Data type defines storage/ops like int/string. Typed langs. In DBs. Overflow; in DFIR, type mismatches in injections (OWASP).
Data Validation,Data validation checks inputs against specs. Server-side. In apps. Rejects bad; in DFIR, validation bypasses in payloads (OWASP).
Data Warehouse,Data warehouse stores integrated data for reporting. ETL. In BI. Analytics; in DFIR, warehouses for long-term trends (ENISA).
Data-in-Use,Data-in-use is processed in memory, protected by process isolation. Volatile. In RAM. Dump risk; in DFIR, memory analysis for in-use (SANS FOR508).
Database Activity Monitoring (DAM),DAM tracks DB access for anomalies. Non-inline. In compliance. Insider detect; in DFIR, DAM logs for SQLi (NIST SP 800-53).
Database Encryption,Database encryption secures at rest/in transit, TDE. Column/key. In SQL. Granular; in DFIR, decrypt DB dumps (NIST SP 800-111).
Database Forensics,Database forensics analyzes logs/transactions for evidence. Temporal. In SQL Server. Timelines; in DFIR, undo logs for deletions (SANS FOR508).
Database Hardening,Database hardening applies patches, least priv, auditing. Config. In servers. Reduces surface; in DFIR, weak DBs in breaches (OWASP).
Database Injection,Database injection inserts malicious queries. Prepared stmts. In inputs. RCE/dump; in DFIR, query parses for injections (OWASP).
Database Server,Database server hosts/manages data stores like MySQL. Clustered. In backends. Target; in DFIR, server logs for access (NIST SP 800-45).
Datagram,Datagram is self-contained packet for connectionless, UDP. Routed. In IP. Loss tolerant; in DFIR, datagram reassembly in pcap (RFC 1122).
Date/Time Group (DTG),DTG stamps events with precise time for coord. Zulu. In ops. Sync; in DFIR, DTG in logs for chronology (CNSSI 4009).
Deadlock,Deadlock is resource wait cycle halting progress. Prevention algos. In DBs. Downtime; in DFIR, deadlock traces in crashes (OWASP).
Decentralized Identifier (DID),DID is self-sovereign ID without central auth. Blockchain. In SSI. Privacy; in DFIR, DID verification in federations (W3C).
Decentralized Network,Decentralized network lacks single failure, P2P. Resilient. In bots. Hard disrupt; in DFIR, net graphs for C2 (ENISA).
Decryption,Decryption reverses cipher to plaintext with key. Symmetric/asym. In gateways. Conf restore; in DFIR, decrypts captured traffic (NIST).
Deductive Verification,Deductive verification proves code correctness via logic. Formal. In safety. Assurance; in DFIR, verified code in trusted tools (ENISA).
Deep Packet Inspection (DPI),DPI examines payload beyond headers for threats. Stateful. In NGFW. App aware; in DFIR, DPI exports for deep analysis (NIST SP 800-94).
Deepfake,Deepfake uses AI to forge media like video. GANs. In social eng. Misinfo; in DFIR, deepfake detection in vishing probes (ENISA).
Defense in Breadth,Defense in breadth protects diverse attack surfaces holistically. Beyond depth. In ZT. Comprehensive; in DFIR, breadth gaps in multi-vector (NIST SP 800-207).
Defense in Depth,Defense in Depth layers controls for redundancy. People/process/tech. In arch. No single fail; in DFIR, depth slows attackers (NIST SP 800-53).
Defensive Coding,Defensive coding assumes inputs malicious, validates everywhere. Secure dev. In practices. Robust; in DFIR, poor coding in vulns (OWASP).
Delegation,Delegation assigns tasks/sub-rights like Kerberos TGT. Scoped. In auth. Scale; in DFIR, delegated creds in impersonation (MITRE T1550).
Demand Paging,Demand paging loads pages on access for memory efficiency. VM. In OS. Swapping; in DFIR, paging artifacts in swaps (SANS FOR508).
Denial of Service (DoS),DoS exhausts resources to deny access, volumetric or app. Floods. In attacks. Availability hit; in DFIR, DoS signatures in flows (MITRE T1498).
Deny by Default,Deny by default blocks all except explicit allows. Whitelist. In firewalls. Minimal surface; in DFIR, deny logs for probes (NIST SP 800-41).
Department of Defense Architecture Framework (DoDAF),DoDAF models enterprise arch for DoD. Views. In mil. Alignment; in DFIR, DoDAF for defense nets (DoD).
Dependency,Dependency is external lib/code required for build. Managed. In SBOM. Vuln chain; in DFIR, dep scans for exploited libs (OWASP).
Dependency Confusion,Dependency confusion tricks builds with malicious same-name pkgs. Typosquatting. In npm. Supply; in DFIR, confusion in artifact origins (MITRE T1583).
Dependency Injection,Dependency injection supplies components externally for testability. SOLID. In frameworks. Loose couple; in DFIR, injected deps in malware (OWASP).
Deployment,Deployment releases code to envs with security gates. Blue-green. In CI/CD. Controlled; in DFIR, deploy logs for backdoors (OWASP SAMM).
Derivation,Derivation creates new data from existing, like aggregates. Privacy risk. In analytics. Inference; in DFIR, derived fields in reports (ENISA).
Descriptive Analytics,Descriptive analytics summarizes past data for insights. What happened. In dashboards. Baseline; in DFIR, descriptives for trends (ENISA).
Design Phase,Design phase architects secure systems with threat modeling. STRIDE. In SDLC. Early risks; in DFIR, design flaws in arch reviews (OWASP SAMM).
Designated Approver,Designated approver authorizes changes or accesses. Delegated. In workflows. Accountability; in DFIR, approver logs in escalations (NIST SP 800-53).
Detection as Code (DaC),DaC treats detection logic as versioned code in pipelines. GitOps. In SOC. Reproducible; in DFIR, DaC for custom rules (SANS).
Detection Engineering,Detection engineering builds/optimizes signals for threats. Sigma rules. In EDR. Effective; in DFIR, eng for false positive reduction (SANS).
Detection Rule,Detection rule defines conditions for alerts, YARA/Sigma. Tuned. In SIEM. Coverage; in DFIR, rules match IOCs (NIST SP 800-94).
Deterministic Encryption,Deterministic encryption maps same plaintext to same cipher for search. Format pres. In DBs. Equality; in DFIR, patterns in cipher for leaks (ENISA).
Developer,Developer writes code with secure practices. Trained. In teams. First line; in DFIR, dev errors in code analysis (OWASP).
Device Certificate,Device certificate binds keys to hardware IDs for auth. TPM stored. In IoT. Unique; in DFIR, cert revokes in fleet compromises (NIST SP 800-213).
Device Fingerprinting,Device fingerprinting IDs via traits like fonts. Passive. In web. Tracking; in DFIR, fingerprints for user profiling (ENISA).
Device Hardening,Device hardening secures endpoints with configs like no USB. Baselines. In MDM. Surface reduce; in DFIR, hardened devices resist analysis (NIST SP 800-123).
Device ID,Device ID is unique identifier like UUID for tracking. Hardware bound. In fleets. Inventory; in DFIR, IDs in logs for asset mapping (ENISA).
Device Loss,Device loss is physical theft exposing data. Encryption. In mobile. Wipe; in DFIR, loss reports trigger hunts (NIST SP 800-124).
Device Management,Device management enforces policies on fleets via MDM. Remote wipe. In BYOD. Compliance; in DFIR, mgmt commands in incidents (NIST SP 800-124).
Device Registration,Device registration enrolls in systems for auth, like Intune. Cert based. In ZT. Trust; in DFIR, unregistered devices in rogue access (NIST SP 800-207).
DHCP Starvation,DHCP starvation exhausts lease pools for DoS or spoof. Layer 2. In LANs. Mitigate limits; in DFIR, starvation in lease logs (MITRE T1498).
DHCP Spoofing,DHCP spoofing fakes server to assign malicious gateway. Rogue. In nets. MITM; in DFIR, spoof ARPs with DHCP (MITRE T1557).
Diffie-Hellman (DH),DH enables key agreement over insecure channels without sharing. Ephemeral. In TLS. Forward sec; in DFIR, weak DH in logjam (RFC 3526).
Digital Evidence, Digital evidence is info for court from digital sources. Preserved. In forensics. Admissible; in DFIR, evidence handling per standards (NIST SP 800-86).
Digital Forensics, Digital forensics scientifically collects/analyzes digital data. Integrity. In labs. Investigation; in DFIR, full process for cases (NIST SP 800-86).
Digital Identity,Digital identity represents user in digital spaces, verified. Self-sovereign. In IAM. Trust; in DFIR, identity compromise in auth (NIST SP 800-63).
Digital Rights Management (DRM),DRM controls media use via encryption/keys. License. In streaming. Piracy; in DFIR, DRM cracks in IP theft (ENISA).
Digital Signature,Digital signature verifies auth/integ with asym crypto. Hash + enc. In code. Non-rep; in DFIR, sig validation for supply (NIST SP 800-57).
Digital Watermarking,Digital watermarking embeds invisible marks for ownership. Robust. In media. Trace; in DFIR, watermarks in leaked files (ENISA).
Dilemma,Dilemma is ethical bind in IR like disclose or contain. Decision. In mgmt. Balance; in DFIR, dilemmas in reporting (SANS).
Directory Harvest Attack (DHA),DHA probes valid emails via VRFY or SMTP. Recon. In mail. List build; in DFIR, DHA in SMTP logs (ENISA).
Directory Information Tree (DIT),DIT structures LDAP entries hierarchically. Schema. In AD. Org model; in DFIR, DIT queries in recon (RFC 4510).
Directory Server,Directory server stores identities like OpenLDAP. Queryable. In IAM. Central; in DFIR, server dumps for creds (NIST SP 800-63).
Directory Traversal,Directory traversal accesses files via ../ in paths. Canonicalize. In web. Arbitrary read; in DFIR, traversal in access logs (OWASP).
Disaster Recovery (DR),DR restores ops after major disruption, hot sites. RTO. In plans. Minimize downtime; in DFIR, DR activation in wipers (NIST SP 800-34).
Disaster Recovery Plan (DRP),DRP details procedures for recovery, prioritized. Tested. In BCP. Structured; in DFIR, DRP execution logs (NIST SP 800-34).
Discretionary Access,Discretionary access lets subjects control own objects. Owner set. In DAC. Flexible; in DFIR, discretionary over-priv (NIST IR 7298).
Disk Cloning,Disk cloning copies entire drive bit-for-bit for analysis. Hardware. In forensics. Preservation; in DFIR, clones for write-once (NIST SP 800-86).
Disk Encryption,Disk encryption protects at rest with keys like LUKS. FDE. In laptops. Full; in DFIR, key escrow for access (NIST SP 800-111).
Disk Image,Disk image is sector copy of storage for analysis. Raw/dd. In tools. Complete; in DFIR, images hashed for integrity (NIST SP 800-86).
Disk Wiping,Disk wiping overwrites data for sanitization, Gutmann. Secure erase. In disposal. Irrecover; in DFIR, wipe patterns in remnants (NIST SP 800-88).
Distributed Denial of Service (DDoS),DDoS coordinates bots to flood targets. Amplified. In attacks. Scale; in DFIR, DDoS mitigation logs (MITRE T1498).
Distributed Ledger,Distributed ledger records txns across nodes, blockchain subset. Consensus. In DLT. Tamper-proof; in DFIR, ledgers for audit (ENISA).
Distributed System,Distributed system coordinates components over nets. Fault tolerant. In clouds. Latency; in DFIR, dist logs for coord (NIST SP 800-145).
Diversion Attack,Diversion attack distracts with decoys while real strikes. Misdirect. In ops. Delay response; in DFIR, diversion artifacts in noise (SANS).
DNS Amplification,DNS amplification uses open resolvers for DoS by large responses. UDP. In attacks. Bandwidth; in DFIR, amp factors in pcap (MITRE T1498.001).
DNS Cache Poisoning,DNS cache poisoning injects false records for redirection. Kaminsky. In resolvers. Phishing; in DFIR, cache dumps for fakes (MITRE T1557.002).
DNS Hijacking,DNS hijacking alters resolution for traffic control. Registrar or local. In attacks. Redirect; in DFIR, hijack traces in queries (MITRE T1583.001).
DNS Tunneling,DNS tunneling exfils via encoded queries/responses. Covert. In C2. Evasion; in DFIR, size anomalies in DNS (MITRE T1071.004).
Domain,Domain is admin boundary in AD for policy. Hierarchical. In forests. Isolation; in DFIR, dom comp in takeovers (NIST SP 800-47).
